"","PMID","Title","Abstract"
"11","27138915","Safety of Selective Serotonin Reuptake Inhibitors in Pregnancy: A Review of Current Evidence.","Selective serotonin reuptake inhibitors (SSRIs) are the most commonly prescribed antidepressant medications worldwide. However  over the past decade  their use during pregnancy  a period of extreme vulnerability to the onset of depression  has become highly concerning to patients and their healthcare providers in terms of safety to the developing fetus. Exposure to SSRIs in pregnancy has been associated with miscarriage  premature delivery  neonatal complications  birth defects-specifically cardiac defects-and  more recently  neurodevelopmental disorders in childhood  specifically autism spectrum disorders. Studies addressing the effect of individual SSRIs indicate a small but higher risk for birth defects with maternal fluoxetine and paroxetine use. Though the excess in absolute risk is small  it may still be of concern to some patients. Meanwhile  antenatal depression itself is associated with adverse perinatal outcomes  and discontinuing antidepressant treatment during pregnancy is associated with a high risk of relapse of depression. Whether the observed adverse fetal effects are related to the mother's medication use or her underlying maternal illness remains difficult to determine. It is important that every pregnant woman being treated with an SSRI (or considering such treatment) carefully weighs the risks of treatment against the risk of untreated depression for both herself and her child. The importance of recognizing a higher risk for the development of adverse outcomes lies in the potential for surveillance and possibly a timely intervention. Therefore  we recommend that pregnant women exposed to any SSRI in early pregnancy be offered options for prenatal diagnosis through ultrasound examinations and fetal echocardiography to detect the presence of birth defects. Tapering off or switching to other therapy in early pregnancy  if appropriate for the individual  may also be considered on a case-by-case basis."
"12","27126849","Gestational Exposure to Selective Serotonin Reuptake Inhibitors and Offspring Psychiatric Disorders: A National Register-Based Study.","OBJECTIVE: To investigate the impact of gestational exposure to selective serotonin reuptake inhibitors (SSRIs) on offspring neurodevelopment.METHOD: This is a cohort study using national register data in Finland between the years 1996 and 2010. Pregnant women and their offspring were categorized into 4 groups: SSRI exposed (n = 15 729); exposed to psychiatric disorder  no antidepressants (n = 9 651); exposed to SSRIs only before pregnancy (n = 7 980); and unexposed to antidepressants and psychiatric disorders (n = 31 394). We investigated the cumulative incidence of offspring diagnoses of depression  anxiety  autism spectrum disorder (ASD)  and attention-deficit/hyperactivity disorder (ADHD) for the 4 groups from birth to 14 years  adjusting for confounders.RESULTS: The cumulative incidence of depression among offspring exposed prenatally to SSRIs was 8.2% (95% CI = 3.1-13.3%) by age 14.9 years  compared with 1.9% (95% CI = 0.9-2.9%) in the psychiatric disorder  no medication group (adjusted hazard ratio [HR] = 1.78; 95% CI = 1.12-2.82; p = .02) and to 2.8% (95% CI = 1.4-4.3%) in the SSRI discontinued group (HR = 1.84; 95% CI = 1.14-2.97; p = .01). Rates of anxiety  ASD  and ADHD diagnoses were comparable to rates in offspring of mothers with a psychiatric disorder but no medication during pregnancy. Comparing SSRI exposed to unexposed individuals  the HRs were significantly elevated for each outcome.CONCLUSION: Prenatal SSRI exposure was associated with increased rates of depression diagnoses in early adolescence but not with ASD or ADHD. Until confirmed  these findings must be balanced against the substantial adverse consequences of untreated maternal depression."
"13","27064142","Challenges and Promises of Pediatric Psychopharmacology.","Most prescriptions for psychotropic medications are written by primary care physicians  yet pediatricians  many of whom are teaching residents and medical students about pediatric psychopharmacology  often feel inadequately trained to treat mental health concerns. Over the past several decades  the number  size  and quality of psychopharmacologic studies in youth has greatly increased. Here we review the current evidence for efficacy and safety of each of the major pharmacologic drug classes in youth (psychostimulants  antidepressants  mood stabilizers  and antipsychotics). Psychostimulants have a robust body of literature supporting their evidence as first-line treatment for attention-deficit/hyperactivity disorder. Selective serotonin reuptake inhibitors (SSRIs) have documented efficacy for pediatric depression and multiple different anxiety disorders with childhood onset. Combining cognitive-behavioral therapy with SSRI treatment enhances treatment benefit and minimizes adverse events of medication. Mood stabilizers  including lithium and anticonvulsant medications  have a less robust strength of evidence and come with more problematic side effects. However  they are increasingly prescribed to youth  often to treat irritability  mood lability  and aggression  along with treatment of bipolar disorder. Antipsychotics have long been a mainstay of treatment for childhood-onset schizophrenia  and in recent years  the evidence base for providing antipsychotics to youth with bipolar mania and autistic disorder has grown. Most concerning with antipsychotics are the metabolic side effects  which appear even more problematic in youth than adults. By better understanding the evidence-based psychopharmacologic interventions  academic pediatricians will be able to treat patients and prepare future pediatrician to address the growing mental health care needs of youth."
"14","26950585","Selective Serotonin Reuptake Inhibitors and Autism.",""
"15","26881860","Staying Up at Night: Overlapping Bipolar and Obsessive-Compulsive Disorder Symptoms in an Adolescent with Autism Spectrum Disorder.",""
"16","26833951","Cornelia de Lange and Ehlers-Danlos: comorbidity of two rare syndromes.","We present a case of a young adult with both Cornelia de Lange syndrome and Ehlers-Danlos syndrome. The patient showed non-verbal autism  intellectual disability and severe/intractable self-harming behaviours that led to a life-threatening complication (ie  septicaemia). A significant reduction in the self-harming behaviours was attained in a multidisciplinary neurobehavioural inpatient unit after addressing all causes of somatic pains  managing pain using level II and III analgesics  stabilising the patient's mood  limiting the iatrogenic effects of multiple prescriptions and offering a specific psychoeducational approach."
"17","26792761","Type 2 Diabetes Mellitus in Youth Exposed to Antipsychotics: A Systematic Review and Meta-analysis.","IMPORTANCE: Antipsychotics are used increasingly in youth for nonpsychotic and off-label indications  but cardiometabolic adverse effects and (especially) type 2 diabetes mellitus (T2DM) risk have raised additional concern.OBJECTIVE: To assess T2DM risk associated with antipsychotic treatment in youth.DATA SOURCES: Systematic literature search of PubMed and PsycINFO without language restrictions from database inception until May 4  2015. Data analyses were performed in July 2015  and additional analyses were added in November 2015.STUDY SELECTION: Longitudinal studies reporting on T2DM incidence in youth 2 to 24 years old exposed to antipsychotics for at least 3 months.DATA EXTRACTION AND SYNTHESIS: Two independent investigators extracted study-level data for a random-effects meta-analysis and meta-regression of T2DM risk.MAIN OUTCOMES AND MEASURES: The coprimary outcomes were study-defined T2DM  expressed as cumulative T2DM risk or as T2DM incidence rate per patient-years. Secondary outcomes included the comparison of the coprimary outcomes in antipsychotic-treated youth with psychiatric controls not receiving antipsychotics or with healthy controls.RESULTS: Thirteen studies were included in the meta-analysis  including 185 105 youth exposed to antipsychotics and 310 438 patient-years. The mean (SD) age of patients was 14.1 (2.1) years  and 59.5% were male. The mean (SD) follow-up was 1.7 (2.3) years. Among them  7 studies included psychiatric controls (1 342 121 patients and 2 071 135 patient-years)  and 8 studies included healthy controls (298 803 patients and 463 084 patient-years). Antipsychotic-exposed youth had a cumulative T2DM risk of 5.72 (95% CI  3.45-9.48; P &lt;<U+2009>.001) per 1000 patients. The incidence rate was 3.09 (95% CI  2.35-3.82; P &lt;<U+2009>.001) cases per 1000 patient-years. Compared with healthy controls  cumulative T2DM risk (odds ratio [OR]  2.58; 95% CI  1.56-4.24; P &lt;<U+2009>.0001) and incidence rate ratio (IRR) (IRR  3.02; 95% CI  1.71-5.35; P &lt;<U+2009>.0001) were significantly greater in antipsychotic-exposed youth. Similarly  compared with psychiatric controls  antipsychotic-exposed youth had significantly higher cumulative T2DM risk (OR  2.09; 95% CI  1.50-52.90; P &lt;<U+2009>.0001) and IRR (IRR  1.79; 95% CI  1.31-2.44; P &lt;<U+2009>.0001). In multivariable meta-regression analyses of 10 studies  greater cumulative T2DM risk was associated with longer follow-up (P &lt;<U+2009>.001)  olanzapine prescription (P &lt;<U+2009>.001)  and male sex (P =<U+2009>.002) (r(2)<U+2009>= 1.00  P &lt;<U+2009>.001). Greater T2DM incidence was associated with second-generation antipsychotic prescription (P = .050) and less autism spectrum disorder diagnosis (P =<U+2009>.048) (r(2)<U+2009>= 0.21  P =<U+2009>.044).CONCLUSIONS AND RELEVANCE: Although T2DM seems rare in antipsychotic-exposed youth  cumulative risk and exposure-adjusted incidences and IRRs were significantly higher than in healthy controls and psychiatric controls. Olanzapine treatment and antipsychotic exposure time were the main modifiable risk factors for T2DM development in antipsychotic-exposed youth. Antipsychotics should be used judiciously and for the shortest necessary duration  and their efficacy and safety should be monitored proactively."
"18","26782158","Annual Research Review: The role of the environment in the developmental psychopathology of autism spectrum condition.","BACKGROUND: Although autism spectrum condition (ASC) is strongly genetic in origin  accumulating evidence points to the critical roles of various environmental influences on its emergence and subsequent developmental course.METHODS: A developmental psychopathology framework was used to synthesise literature on environmental factors associated with the onset and course of ASC (based on a systematic search of the literature using PubMed  PsychInfo and Google Scholar databases). Particular emphasis was placed on gene-environment interplay  including gene-environment interaction (G × E) and gene-environment correlation (rGE).RESULTS: Before conception  advanced paternal and maternal ages may independently enhance offspring risk for ASC. Exogenous prenatal risks are evident (e.g. valproate and toxic chemicals) or possible (e.g. selective serotonin reuptake inhibitors)  and processes endogenous to the materno-foeto-placental unit (e.g. maternal diabetes  enhanced steroidogenic activities and maternal immune activation) likely heighten offspring vulnerability to ASC. Folate intake is a prenatal protective factor  with a particular window of action around 4 weeks preconception and during the first trimester. These prenatal risks and protective mechanisms appear to involve G × E and potentially rGE. A variety of perinatal risks are related to offspring ASC risk  possibly reflecting rGE. Postnatal social factors (e.g. caregiver-infant interaction  severe early deprivation) during the first years of life may operate through rGE to influence the likelihood of manifesting a full ASC phenotype from a 'prodromal' phase (a proposal distinct to the discredited and harmful 'refrigerator mother hypothesis'); and later postnatal risks  after the full manifestation of ASC  shape life span development through transactions mediated by rGE. There is no evidence that vaccination is a postnatal risk for ASC.CONCLUSIONS: Future investigations should consider the specificity of risks for ASC versus other atypical neurodevelopmental trajectories  timing of risk and protective mechanisms  animal model systems to study mechanisms underlying gene-environment interplay  large-sample genome-envirome designs to address G × E and longitudinal studies to elucidate how rGE plays out over time. Clinical and public health implications are discussed."
"19","26660917","Antidepressant Use During Pregnancy and the Risk of Autism Spectrum Disorder in Children.","IMPORTANCE: The association between the use of antidepressants during gestation and the risk of autism spectrum disorder (ASD) in children is still controversial. The etiology of ASD remains unclear  although studies have implicated genetic predispositions  environmental risk factors  and maternal depression.OBJECTIVE: To examine the risk of ASD in children associated with antidepressant use during pregnancy according to trimester of exposure and taking into account maternal depression.DESIGN  SETTING  AND PARTICIPANTS: We conducted a register-based study of an ongoing population-based cohort  the Québec Pregnancy/Children Cohort  which includes data on all pregnancies and children in Québec from January 1  1998  to December 31  2009. A total of 145 456 singleton full-term infants born alive and whose mothers were covered by the Régie de l'assurance maladie du Québec drug plan for at least 12 months before and during pregnancy were included. Data analysis was conducted from October 1  2014  to June 30  2015.EXPOSURES: Antidepressant exposure during pregnancy was defined according to trimester and specific antidepressant classes.MAIN OUTCOMES AND MEASURES: Children with ASD were defined as those with at least 1 diagnosis of ASD between date of birth and last date of follow-up. Cox proportional hazards regression models were used to estimate crude and adjusted hazard ratios with 95% CIs.RESULTS: During 904 035.50 person-years of follow-up  1054 children (0.7%) were diagnosed with ASD; boys with ASD outnumbered girls by a ratio of about 4:1. The mean (SD) age of children at the end of follow-up was 6.24 (3.19) years. Adjusting for potential confounders  use of antidepressants during the second and/or third trimester was associated with the risk of ASD (31 exposed infants; adjusted hazard ratio  1.87; 95% CI  1.15-3.04). Use of selective serotonin reuptake inhibitors during the second and/or third trimester was significantly associated with an increased risk of ASD (22 exposed infants; adjusted hazard ratio  2.17; 95% CI  1.20-3.93). The risk was persistent even after taking into account maternal history of depression (29 exposed infants; adjusted hazard ratio  1.75; 95% CI  1.03-2.97).CONCLUSIONS AND RELEVANCE: Use of antidepressants  specifically selective serotonin reuptake inhibitors  during the second and/or third trimester increases the risk of ASD in children  even after considering maternal depression. Further research is needed to specifically assess the risk of ASD associated with antidepressant types and dosages during pregnancy."
"20","26660503","Assessing Risk of Autism Spectrum Disorder in Children After Antidepressant Use During Pregnancy.",""
"21","26446997","Using a Store-and-Forward System to Provide Global Telemental Health Supervision and Training: A Case from Syria.",""
"22","26402898","[Hallucinations and obsessive behaviour in an infant with autism spectrum disorder: diagnostic problems].","Regular non-medical treatment of a 6-year-old female patient with autism spectrum disorder failed due to comorbid compulsions and hallucinations. Differential diagnosis included obsessive-compulsive disorder and psychosis. The patient's young age complicated accurate diagnosis and management. In this case we opted for a diagnostic follow-up  resulting in treatment with a selective serotonin reuptake inhibitor because of the patient's frequent compulsions. This reduced the symptoms significantly."
"23","26313485","Escitalopram pharmacogenetics: CYP2C19 relationships with dosing and clinical outcomes in autism spectrum disorder.","BACKGROUND AND AIM: Selective serotonin reuptake inhibitors such as escitalopram are commonly used to treat patients with autism spectrum disorder (ASD)  but there are individual differences in treatment response and tolerability. CYP2C19 encodes the primary enzyme responsible for escitalopram metabolism and we investigated whether polymorphisms in CYP2C19 were related to symptoms and dosing in a pharmacogenetic study of ASD.PARTICIPANTS AND METHODS: Participants completed the Aberrant Behavior Checklist--Community Version (ABC-CV) weekly for 6 weeks. Escitalopram was initiated at a dose of 2.5 mg per day  with weekly increases to 20 mg unless intolerable side-effects occurred. Three CYP2C19 metabolizer groups  including ultrarapid  extensive  and reduced metabolizers  were examined in relation to symptom improvement and tolerated dose.RESULTS: ABC-CV scores improved over the course of treatment (P&lt;0.0001). No differences were identified in the rate of improvement across metabolizer groups for the ABC-CV irritability subscale  which was the primary outcome for clinical symptoms. There was a trend for a metabolizer group by time interaction with respect to dose (P=0.10). This interaction was driven by the linear rate of change from week 1 to study endpoint between the reduced metabolizers and ultrarapid metabolizer groups (P=0.05). Post-hoc analyses identified significant differences in the rate of dose escalation between ultrarapid metabolizers and extensive metabolizers and for ultrarapid metabolizers compared with reduced metabolizers (P's&lt;0.04)  whereby ultrarapid metabolizers showed a slower rate of change in dose over time.CONCLUSION: CYP2C19 ultrarapid metabolizers were associated with reduced tolerance to a fixed titration schedule of open-label escitalopram in this ASD study sample. Possible explanations may involve the altered kinetics of faster metabolizers or previously unknown activities of escitalopram metabolites."
"24","26299293","Neuromotor Adverse Effects in 342 Youth During 12 Weeks of Naturalistic Treatment With 5 Second-Generation Antipsychotics.","OBJECTIVE: Second-generation antipsychotic (SGA) effects in youth were monitored to quantify extrapyramidal side effects (EPS) and to identify risk profiles for treatment-emergent EPS.METHOD: Data were analyzed for the nonrandomized  prospective Second-generation Antipsychotic Treatment Indications  Effectiveness and Tolerability in Youth (SATIETY) inception cohort study. EPS were assessed at baseline and 4  8  and 12 weeks after naturalistic SGA initiation for schizophrenia  mood  disruptive behavior  and autism spectrum disorders using the Simpson-Angus Scale (SAS)  Barnes Akathisia Scale  Abnormal Involuntary Movement Scale (AIMS)  and Treatment Emergent Side Effect Scale. Drug-induced parkinsonism was defined by incident mean SAS score &gt;0.33  anticholinergic initiation  or increasing total SAS score =2 in patients with baseline EPS.RESULTS: In 342 youth aged 13.6 ± 3.5 years (male = 58.2%  antipsychotic-naive = 65.8%)  15.2% developed drug-induced parkinsonism. Raw SGA-grouped drug-induced parkinsonism rates were as follows: quetiapine = 1.5%  olanzapine = 13.8%  risperidone = 16.1%  ziprasidone = 20.0%  and aripiprazole = 27.3%. SGA type  dose  higher age  and lower baseline functioning were jointly associated with drug-induced parkinsonism (R(2) = 0.18; p &lt; .0001). Controlling for these factors  drug-induced parkinsonism rates were significantly lower only for quetiapine and olanzapine. Subjectively reported EPS (5%)  EPS-related treatment discontinuation (3.3%)  and anticholinergic initiation (3%) were infrequent. Anticholinergic initiation was most frequent with risperidone (10.2%; p = .0004). Treatment-emergent dyskinesia ranged from 4.5% (aripiprazole) to 15.5% (olanzapine). SGA type  younger age  white race/ethnicity  and baseline AIMS were jointly associated with treatment-emergent dyskinesia (R(2) = 0.31; p &lt; .0001). Controlling for these factors  treatment-emergent dyskinesia rates differed among SGA subgroups  with higher rates with olanzapine and ziprasidone. At baseline  psychostimulant use was associated with dyskinesia  and number of psychotropic comedications was associated with subjective EPS.CONCLUSION: In youth  SGA-related EPS rates did not generally exceed those reported in adults  with particularly low rates with quetiapine and olanzapine."
"25","26262902","Pharmacogenetic Study of Serotonin Transporter and 5HT2A Genotypes in Autism.","OBJECTIVE: The purpose of this study was to determine whether polymorphisms in the serotonin transporter (SLC6A4) and serotonin-2A receptor (HTR2A) genes are associated with response to escitalopram in patients with autism spectrum disorder (ASD).METHODS: Forty-four participants with ASD were enrolled in a 6 week  forced titration  open label examination of the selective serotonin reuptake inhibitor (SSRI) escitalopram. Doses increased at weekly intervals starting at 2.5mg daily with a maximum possible dose of 20<U+2009>mg daily achieved by the end of the study. If adverse events were experienced  participants subsequently received the previously tolerated dose for the duration of study. SLC6A4 (5-HTTLPR) and HTR2A (rs7997012) genotype groups were assessed in relation to treatment outcomes and drug doses.RESULTS: Insistence on sameness and irritability symptoms significantly improved over the course of the 6 week treatment period (p&lt;0.0001) in this open-label trial. There were no significant differences observed in the rate of symptom improvement over time across genotype groups. Similarly  dosing trajectory was not significantly associated with genotype groups.CONCLUSIONS: Previous studies have identified SLC6A4 and HTR2A associations with SSRI response in patients with depression and 5-HTTLPR (SLC6A4) associations with escitalopram response in ASD. We did not observe evidence for similar relationships in this ASD study."
"26","26221830","Affective communication in rodents: serotonin and its modulating role in ultrasonic vocalizations.","Serotonin (5-hydroxytryptamine  5-HT) is an important modulatory neurotransmitter and functions as a key neurodevelopmental signal in the mammalian brain. 5-HT plays a prominent role in regulating various types of psychological processes and functions  including mood and emotion  particularly anxiety  but also in regulating social behavior. Consequently  the 5-HT system is implicated in various neuropsychiatric disorders  such as anxiety disorders and depression or autism spectrum disorders (ASD)  with selective 5-HT reuptake inhibitors being the frontline medication. Mice and rats perceive and emit ultrasonic vocalizations (USV). It is widely believed that the various distinct USV types reflect the animal's affective state  such as anxiety or pleasure. Furthermore  they serve communicative functions  for instance  as alarm calls or social contact calls. Manipulations targeting the 5-HT system alter affective ultrasonic communication in rodents throughout life  probably because of its important role in regulating anxiety and social behavior. Ample evidence indicates the involvement of the 5-HT system in modulating isolation-induced USV in pups. Later in life  the 5-HT system plays a strong modulatory role in the emission of aversive 22-kHz USV in rats. So far  little is known about the role of 5-HT in the production of interaction-induced USV in mice and appetitive 50-kHz USV in rats  although recent findings also suggest a modulatory effect of the 5-HT system. Assessment of rodent USV is a valuable method to investigate mood and emotion  and to enhance our understanding of  and develop novel pharmacological therapies for neuropsychiatric disorders  such as anxiety disorders and depression or ASD."
"27","26143664","Effects of donepezil and serotonin reuptake inhibitor on acute regression during adolescence in Down syndrome.","A 14-year-old boy with Down syndrome (DS) showed a gradual decline in his daily activities and feeding capacities  and a marked deterioration triggered by a streptococcal infection was observed at the age of 15 years. He became bedridden  accompanied by sleep disturbance  sustained upward gaze  and generalized rigidity. Magnetic resonance imaging showed unremarkable findings  but antiglutamate receptor autoantibodies were positive in his cerebrospinal fluid. Treatment with thiamine infusion and steroid pulse therapy showed little effect  but gross motor dysfunction and appetite loss were ameliorated by the administration of l-DOPA and serotonin reuptake inhibitors. Thereafter  autistic behaviors predominated  including loss of social interaction  oral tendency  water phobia  and aggressiveness. Initiation of donepezil  an acetylcholinesterase inhibitor  resulted in the disappearance of these symptoms and total recovery of the patient to his previous psychosocial levels. We hypothesize that the acute regression in adolescence represents a process closely related to the defects of serotonergic and cholinergic systems that are innate to DS brains and not just a nonspecific comorbidity of depression or limbic encephalitis."
