"","PMID","Title","Abstract"
"11","27020741","Ancient Anxiety Pathways Influence Drosophila Defense Behaviors.","Anxiety helps us anticipate and assess potential danger in ambiguous situations [1-3]; however  the anxiety disorders are the most prevalent class of psychiatric illness [4-6]. Emotional states are shared between humans and other animals [7]  as observed by behavioral manifestations [8]  physiological responses [9]  and gene conservation [10]. Anxiety research makes wide use of three rodent behavioral assays-elevated plus maze  open field  and light/dark box-that present a choice between sheltered and exposed regions [11]. Exposure avoidance in anxiety-related defense behaviors was confirmed to be a correlate of rodent anxiety by treatment with known anxiety-altering agents [12-14] and is now used to characterize anxiety systems. Modeling anxiety with a small neurogenetic animal would further aid the elucidation of its neuronal and molecular bases. Drosophila neurogenetics research has elucidated the mechanisms of fundamental behaviors and implicated genes that are often orthologous across species. In an enclosed arena  flies stay close to the walls during spontaneous locomotion [15  16]  a behavior proposed to be related to anxiety [17]. We tested this hypothesis with manipulations of the GABA receptor  serotonin signaling  and stress. The effects of these interventions were strikingly concordant with rodent anxiety  verifying that these behaviors report on an anxiety-like state. Application of this method was able to identify several new fly anxiety genes. The presence of conserved neurogenetic pathways in the insect brain identifies Drosophila as an attractive genetic model for the study of anxiety and anxiety-related disorders  complementing existing rodent systems."
"12","26965494","Neurochemical modulation involved in the beneficial effect of liraglutide, GLP-1 agonist on PTZ kindling epilepsy-induced comorbidities in mice.","Epilepsy is a neurological disorder which occurs due to excessive firing of excitatory neurons in specific region of brain and associated with cognitive impairment and depression. GLP-1 has been reported to maintain hyperexcitability of neurons. Therefore  this study was designed to investigate the neuroprotective effect of liraglutide  GLP-1 analogue in PTZ kindling epilepsy-induced comorbidities and neurochemical alteration in mice. Male albino mice were administered PTZ (35 mg/kg) on every alternate day up to 29th days and challenge test was performed on 33rd day. From 1st day liraglutide (75 and 150 µg/kg) and diazepam (3 mg/kg) were administered up to 33rd day  30 min prior to PTZ treatment. On 30th day animals were trained on elevated plus maze and passive shock avoidance paradigm and retention was recorded on 31st and 33rd day. On 32nd day tail suspension test was performed. Animals were sacrificed on 34th day for biochemical (LPO  GSH  and nitrite) and neurotransmitters (GABA  glutamate  DA  NE  5-HT and their metabolites) estimation. Chronic treatment with PTZ developed generalized tonic-clonic seizures  reduced cognitive skills  increased oxidative stress and alteration in the level of neurotransmitters. Pre-treatment with liraglutide (75 and 150 µg/kg) significantly prevented the seizure severity  restored behavioural activity  oxidative defence enzymes  and altered level of neurochemicals in mice brain. The protective effect of liraglutide is attributed to restoration of altered level of GABA  glutamate  DA  NE  and 5-HT by the up-regulation of GLP-1Rs in mice brain."
"13","26930498","Positive Allosteric Modulator of GABA Lowers BOLD Responses in the Cingulate Cortex.","Knowledge about the neural underpinnings of the negative blood oxygen level dependent (BOLD) responses in functional magnetic resonance imaging (fMRI) is still limited. We hypothesized that pharmacological GABAergic modulation attenuates BOLD responses  and that blood concentrations of a positive allosteric modulator of GABA correlate inversely with BOLD responses in the cingulate cortex. We investigated whether or not pure task-related negative BOLD responses were co-localized with pharmacologically modulated BOLD responses. Twenty healthy adults received either 5 mg diazepam or placebo in a double blind  randomized design. During fMRI the subjects performed a working memory task. Results showed that BOLD responses in the cingulate cortex were inversely correlated with diazepam blood concentrations; that is  the higher the blood diazepam concentration  the lower the BOLD response. This inverse correlation was most pronounced in the pregenual anterior cingulate cortex and the anterior mid-cingulate cortex. For subjects with diazepam plasma concentration &gt; 0.1 mg/L we observed negative BOLD responses with respect to fixation baseline. There was minor overlap between cingulate regions with task-related negative BOLD responses and regions where the BOLD responses were inversely correlated with diazepam concentration. We interpret that the inverse correlation between the BOLD response and diazepam was caused by GABA-related neural inhibition. Thus  this study supports the hypothesis that GABA attenuates BOLD responses in fMRI. The minimal overlap between task-related negative BOLD responses and responses attenuated by diazepam suggests that these responses might be caused by different mechanisms."
"14","26926965","Impaired synaptic plasticity in the prefrontal cortex of mice with developmentally decreased number of interneurons.","Interneurons are inhibitory neurons  which protect neural tissue from excessive excitation. They are interconnected with glutamatergic pyramidal neurons in the cerebral cortex and regulate their function. Particularly in the prefrontal cortex (PFC)  interneurons have been strongly implicated in regulating pathological states which display deficits in the PFC. The aim of this study is to investigate the adaptations in the adult glutamatergic system  when defects in interneuron development do not allow adequate numbers of interneurons to reach the cerebral cortex. To this end  we used a mouse model that displays ~50% fewer cortical interneurons due to the Rac1 protein loss from Nkx2.1/Cre expressing cells (Rac1 conditional knockout (cKO) mice)  to examine how the developmental loss of interneurons may affect basal synaptic transmission  synaptic plasticity and neuronal morphology in the adult PFC. Despite the decrease in the number of interneurons  basal synaptic transmission  as examined by recording field excitatory postsynaptic potentials (fEPSPs) from layer II networks  is not altered in the PFC of Rac1 cKO mice. However  there is decreased paired-pulse ratio (PPR) and decreased long-term potentiation (LTP)  in response to tetanic stimulation  in the layer II PFC synapses of Rac1 cKO mice. Furthermore  expression of N-methyl-d-aspartate (NMDA) subunits is decreased and dendritic morphology is altered  changes that could underlie the decrease in LTP in the Rac1 cKO mice. Finally  we find that treating Rac1 cKO mice with diazepam in early postnatal life can reverse changes in dendritic morphology observed in non-treated Rac1 cKO mice. Therefore  our data show that disruption in GABAergic inhibition alters glutamatergic function in the adult PFC  an effect that could be reversed by enhancement of GABAergic function during an early postnatal period."
"15","26921854","Single dose efficacy evaluation of two partial benzodiazepine receptor agonists in photosensitive epilepsy patients: A placebo-controlled pilot study.","Benzodiazepines (BZDs) are highly effective to suppress various types of seizures; however  their clinical use is limited due to adverse effects and tolerance and dependence liability. Drugs that act only as partial agonists at the BZD recognition site (initially termed &quot;BZD receptor&quot;) of the GABAA receptor chloride ionophore complex or exhibit a GABAA receptor subtype-selectivity are thought to have advantages vs. full agonists such as diazepam and most other clinically used BZDs in that such compounds have less adverse effects and reduced or absent tolerance and dependence liability. One of such compounds  abecarnil  has been clinically evaluated as a novel anxiolytic drug  but  despite its potent preclinical anti-seizure activity  it has not yet been evaluated in patients with epilepsy. In the present proof-of-concept study  we performed a within-subject placebo-controlled  single oral dose study of abecarnil in patients with photosensitive epilepsy. Flumazenil  which is generally considered a BZD receptor antagonist  but has slight partial agonistic properties  was used for comparison. In total  12 patients were enrolled in this study. Abecarnil  5 or 10mg  completely abolished the photo-paroxysmal EEG response  while flumazenil  30  60 or 100mg  was less effective. The anti-epileptic effect of abecarnil was significantly different from both placebo and flumazenil. Sedative adverse effects were observed after abecarnil but not flumazenil. The study substantiates previous pre-clinical experiments that abecarnil exerts pronounced anti-seizure activity. Epilepsy is often associated with anxiety  so that the anxiolytic activity of abecarnil would be an added advantage when using this compound in epilepsy patients."
"16","26913957","Favouring inhibitory synaptic drive mediated by GABA(A) receptors in the basolateral nucleus of the amygdala efficiently reduces pain symptoms in neuropathic mice.","Pain is an emotion and neuropathic pain symptoms are modulated by supraspinal structures such as the amygdala. The central nucleus of the amygdala is often called the 'nociceptive amygdala'  but little is known about the role of the basolateral amygdala. Here  we monitored the mechanical nociceptive thresholds in a mouse model of neuropathic pain and infused modulators of the glutamate/GABAergic transmission in the basolateral nucleus of the amygdala (BLA) via chronically-implanted cannulas. We found that an N-methyl-D-aspartate-type glutamate receptor antagonist (MK-801) exerted a potent antiallodynic effect  whereas a transient allodynia was induced after perfusion of bicuculline  a GABA(A) receptor antagonist. Potentiating GABA(A) receptor function using diazepam or etifoxine (a non-benzodiazepine anxiolytic) fully but transiently alleviated mechanical allodynia. Interestingly  the antiallodynic effect of etifoxine disappeared in animals that were incapable of producing 3a-steroids. Diazepam had a similar effect but of shorter duration. As indicated by patch-clamp recordings of BLA neurons  these effects were mediated by a potentiation of GABA(A) receptor-mediated synaptic transmission. Together with a presynaptic elevation of miniature inhibitory postsynaptic current frequency  the duration and amplitude of GABA(A) miniature inhibitory postsynaptic currents were also increased (postsynaptic effect). The analgesic contribution of endogenous neurosteroid seemed to be exclusively postsynaptic. This study highlights the importance of the BLA and the local inhibitory/excitatory neuronal network activity while setting the mechanical nociceptive threshold. Furthermore  it appears that promoting inhibition in this specific nucleus could fully alleviate pain symptoms. Therefore  the BLA could be a novel interesting target for the development of pharmacological or non-pharmacological therapies."
"17","26887325","Antiepileptogenic effects of borneol in pentylenetetrazole-induced kindling in mice.","Borneol  a bicyclic monoterpene  can easily cross the blood brain barrier and was found to possess gamma amino butyric acid (GABA) modulatory effect. The present study was aimed at investigating the antiepileptogenic effect of borneol in the pentylenetetrazole (PTZ)-induced kindling besides its ability to suppress oxidative stress and neuroinflammatory marker  glial fibrillary acidic protein (GFAP). Repeated administration of a subconvulsive dose of PTZ (35 mg/kg  i.p.) on every alternate day for 4 weeks produced kindling in mice. Borneol (5  10  and 25 mg/kg  i.p.) and diazepam (1 mg/kg  i.p.) were given as a pretreatment prior to each PTZ injection during the progression of kindling. Oxidative stress parameters such as superoxide dismutase (SOD)  reduced glutathione (GSH)  catalase (CAT)  and lipid peroxidation (LPO) were assessed at the end of the study. Neuronal damage was assessed by hematoxylin and eosin staining technique. GFAP was also evaluated in the hippocampus region of the brain by using immunohistochemistry. Borneol significantly suppressed the process of epileptogenesis in PTZ-kindled mice. The biochemical alterations induced by PTZ kindling were ameliorated in borneol-treated animals which was indicated by decreased LPO and increased SOD  GSH  CAT levels. The distinct neuronal damage observed in the kindled group was counteracted by borneol. Furthermore  it decreased the levels of GFAP which was manifested by reduced immunostaining. The above results are suggestive of the antiepileptogenic potential of borneol in the PTZ-induced kindling model of epilepsy  and thus  it could be a prospective molecule in the treatment of epilepsy."
"18","26880548","Involvement of the Acyl-CoA binding domain containing 7 in the control of food intake and energy expenditure in mice.","Acyl-CoA binding domain-containing 7 (Acbd7) is a paralog gene of the diazepam-binding inhibitor/Acyl-CoA binding protein in which single nucleotide polymorphism has recently been associated with obesity in humans. In this report  we provide converging evidence indicating that a splice variant isoform of the Acbd7 mRNA is expressed and translated by some POMC and GABAergic-neurons in the hypothalamic arcuate nucleus (ARC). We have demonstrated that the ARC ACBD7 isoform was produced and processed into a bioactive peptide referred to as nonadecaneuropeptide (NDN) in response to catabolic signals. We have characterized NDN as a potent anorexigenic signal acting through an uncharacterized endozepine G protein-coupled receptor and subsequently via the melanocortin system. Our results suggest that ACBD7-producing neurons participate in the hypothalamic leptin signalling pathway. Taken together  these data suggest that ACBD7-producing neurons are involved in the hypothalamic control exerted on food intake and energy expenditure by the leptin-melanocortin pathway."
"19","26862749","Sustained Effects of Developmental Exposure to Ethanol on Zebrafish Anxiety-Like Behaviour.","In zebrafish developmentally exposed to ambient ethanol (20mM-50mM) 1-9 days post fertilization (dpf)  the cortisol response to stress has been shown to be significantly attenuated in larvae  juveniles and 6 month old adults. These data are somewhat at variance with similar studies in mammals  which often show heightened stress responses. To test whether these cortisol data correlate with behavioural changes in treated animals  anxiety-like behaviour of zebrafish larvae (9dpf and 10dpf) and juveniles (23dpf) was tested in locomotor assays designed to this end. In open field tests treated animals were more exploratory  spending significantly less time at the periphery of the arena. Behavioural effects of developmental exposure to ethanol were sustained in 6-month-old adults  as judged by assessment of thigmotaxis  novel tank diving and scototaxis. Like larvae and juveniles  developmentally treated adults were generally more exploratory  and spent less time at the periphery of the arena in thigmotaxis tests  less time at the bottom of the tank in the novel tank diving tests  and less time in the dark area in scototaxis tests. The conclusion that ethanol-exposed animals showed less anxiety-like behaviour was validated by comparison with the effects of diazepam treatment  which in thigmotaxis and novel tank diving tests had similar effects to ethanol pretreatment. There is thus a possible link between the hypophyseal-pituitary-interrenal axis and the behavioural actions of developmental ethanol exposure. The mechanisms require further elucidation."
"20","26817225","Effect of Inhaling Bergamot Oil on Depression-Related Behaviors in Chronic Stressed Rats.","BACKGROUND: Bergamot essential oil (BEO) possesses sedation and anxiolytic properties similar to diazepam. After long period of exposure to stressors  including restrained stress  depressive-like behavior can be produced. BEO has been suggested to reduce depression. However  there is no scientific evidence supporting this property.OBJECTIVE: To investigate the effect of BEO in chronic stressed rats on: 1) behavior related depressive disorder  2) hypothalamic pituitary adrenal (HPA) axis response  and iii) brain-derived neurotrophic factor (BDNF) protein levels in hippocampus.MATERIAL AND METHOD: Male Wistar rats  weighing 200 to 250 g  were induced chronic restrained stress 15 minutes dailyfor two weeks. For the next two weeks  these rats were divided intofour groups  control-i.p.  fluoxetine-i.p.  control-inhale  and BEO-inhale. Fluoxetine (10 mg/kg i.p.) or saline was intraperitoneally administered daily while 2.5% BEO or saline was inhaled daily. At the end of the treatment  rats were assessed for depressive-like behavior using the forced swimming test (FST). After the behavioral test  the animals were immediately decapitated and trunk blood samples were collected for the measurement ofcorticosterone and adrenocorticotropic hormone (ACTH) levels and hippocampus was dissected and stored in afreezer at -80 °C until assay for BDNF protein.RESULTS: BEO andfluoxetine significantly decreased the immobility time in the FST (p &lt; 0.05). Fluoxetine tended to decrease serum corticosterone and significantly (p &lt; 0.05) decreased serum ACTH while BEO had no effect on these two stress hormones. For BDNF protein determination  neither BEO norfluoxetine had any effect on BDNF protein levels in hippocampus compared to their controls.CONCLUSION: The inhalation ofBEO decrease behavior related depressive disorder similar tofluoxetine but has no effect on HPA axis response and BDNF protein levels in chronic restrained stress."
"21","26790872","Validation of an immortalized human (hBMEC) in vitro blood-brain barrier model.","We recently established and optimized an immortalized human in vitro blood-brain barrier (BBB) model based on the hBMEC cell line. In the present work  we validated this mono-culture 24-well model with a representative series of drug substances which are known to cross or not to cross the BBB. For each individual compound  a quantitative UHPLC-MS/MS method in Ringer HEPES buffer was developed and validated according to current regulatory guidelines  with respect to selectivity  precision  and reliability. Various biological and analytical challenges were met during method validation  highlighting the importance of careful method development. The positive controls antipyrine  caffeine  diazepam  and propranolol showed mean endothelial permeability coefficients (P e) in the range of 17-70<U+2009>×<U+2009>10(-6) cm/s  indicating moderate to high BBB permeability when compared to the barrier integrity marker sodium fluorescein (mean P e 3-5<U+2009>×<U+2009>10(-6) cm/s). The negative controls atenolol  cimetidine  and vinblastine showed mean P e values<U+2009>&lt;<U+2009>10<U+2009>×<U+2009>10(-6) cm/s  suggesting low permeability. In silico calculations were in agreement with in vitro data. With the exception of quinidine (P-glycoprotein inhibitor and substrate)  BBB permeability of all control compounds was correctly predicted by this new  easy  and fast to set up human in vitro BBB model. Addition of retinoic acid and puromycin did not increase transendothelial electrical resistance (TEER) values of the BBB model."
"22","26737802","Transcranial focal electrical stimulation reduces seizure activity and hippocampal glutamate release during status epilepticus.","Previously we demonstrated that noninvasive transcranial focal electrical stimulation (TFS) with sub-effective doses of diazepam reduces status epilepticus (SE)-induced neuronal damage. However  it was unclear if this neuroprotective effect is a consequence of the decrease in the glutamate release. The aim of the present study was to evaluate the effects of TFS on <U+03B3>-Aminobutyric acid (GABA) and glutamate release in the hippocampus during pilocarpine-induced SE. After pilocarpine administration  the rats showed progressive behavioral changes that culminated in SE with a significant increase of GABA and glutamate (95 and 128% respectively)  even more evident at the end of the experiment (120 and 182% respectively)  5 hours after pilocarpine injection and was associated with the prevalence of high-voltage rhythmic spikes and increased spectral power in the 4-90 Hz bands. The TFS application during the SE decreased the convulsive expression  the prevalence of high-voltage rhythmic spikes and spectral power in 4-8 Hz and 30-90 Hz bands. These effects were associated with lower release of GABA and glutamate in the hippocampus. These results support the anticonvulsive and neuroprotective effects induced by TFS."
